	Lat	Lon	ps (cm)
	25.5	104.5	0.060148148148148124
	25.5	104.75	0.062242424242424294
	25.5	105.0	0.06929966329966333
	25.75	75.0	1.3112356902356905
	25.75	75.25	1.2752558922558923
	25.75	75.5	1.3279292929292934
	25.75	75.75	1.3925117845117851
	25.75	76.0	1.8028417508417498
	25.75	76.25	2.1292727272727276
	25.75	76.5	2.4143400673400737
	25.75	76.75	2.839898989898987
	25.75	77.0	3.63049831649832
	25.75	77.25	3.925528619528616
	25.75	77.5	4.020848484848488
	25.75	77.75	4.191821548821556
	25.75	78.0	4.378528619528637
	25.75	78.25	4.5251144781144985
	25.75	78.5	4.268319865319865
	25.75	78.75	3.576993265993262
	25.75	79.0	3.576993265993262
	25.75	79.25	3.0397542087542155
	25.75	79.5	2.382134680134679
	25.75	79.75	2.069181818181818
	25.75	80.0	2.7000471380471374
	25.75	80.25	4.221023569023576
	25.75	80.5	5.904451178451193
	25.75	80.75	7.219269360269358
	25.75	81.0	7.968343434343436
	25.75	81.25	8.986558922558912
	25.75	81.5	9.12778787878787
	25.75	81.75	8.79990235690234
	25.75	82.0	7.555707070707024
	25.75	82.25	5.858397306397289
	25.75	82.5	5.217976430976444
	25.75	82.75	5.455558922558921
	25.75	83.0	7.513494949494937
	25.75	83.25	8.045215488215502
	25.75	83.5	6.056158249158262
	25.75	83.75	5.76767003367002
	25.75	84.0	6.016198653198652
	25.75	84.25	6.339966329966344
	25.75	84.5	6.859764309764309
	25.75	84.75	7.687026936026952
	25.75	85.0	9.360107744107726
	25.75	85.25	10.679380471380453
	25.75	85.5	10.679380471380453
	25.75	85.75	11.236498316498315
	25.75	86.0	11.325296296296285
	25.75	86.25	11.52305387205387
	25.75	86.5	11.677420875420909
	25.75	86.75	11.061488215488202
	25.75	87.0	10.13155555555557
	25.75	87.25	9.469188552188589
	25.75	87.5	9.143090909090905
	25.75	87.75	9.042363636363605
	25.75	88.0	8.675343434343425
	25.75	88.25	8.33430976430975
	25.75	88.5	8.280801346801365
	25.75	88.75	8.328286195286186
	25.75	89.0	8.637202020201997
	25.75	89.25	8.897016835016833
	25.75	89.5	9.066683501683501
	25.75	89.75	8.863353535353555
	25.75	90.0	8.505720538720533
	25.75	90.25	7.290976430976437
	25.75	90.5	5.3764175084175045
	25.75	90.75	3.2337878787878767
	25.75	91.0	1.8864309764309777
	25.75	91.25	2.4512962962962965
	25.75	91.5	3.3089023569023532
	25.75	91.75	3.3089023569023532
	25.75	92.0	2.953831649831651
	25.75	92.25	1.7451548821548866
	25.75	92.5	1.0180505050505064
	25.75	92.75	0.7445050505050528
	25.75	93.0	0.8924983164983157
	25.75	93.25	1.231292929292928
	25.75	93.5	1.324855218855218
	25.75	93.75	1.027626262626265
	25.75	94.0	0.732784511784511
	25.75	94.25	0.4567609427609424
	25.75	94.5	0.32680471380471415
	25.75	94.75	0.23297306397306422
	25.75	95.0	0.1376902356902356
	25.75	95.25	0.12120538720538704
	25.75	95.5	0.16767003367003386
	25.75	95.75	0.21110101010100996
	25.75	96.0	0.292666666666667
	25.75	96.25	0.4550134680134684
	25.75	96.5	0.49092592592592577
	25.75	96.75	0.4830067340067344
	25.75	97.0	0.46335353535353574
	25.75	97.25	0.4222760942760946
	25.75	97.5	0.36862626262626275
	25.75	97.75	0.3218417508417506
	25.75	98.0	0.3218417508417506
	25.75	98.25	0.3362087542087541
	25.75	98.5	0.37247474747474757
	25.75	98.75	0.35551851851851846
	25.75	99.0	0.24321212121212146
	25.75	99.25	0.2317104377104374
	25.75	99.5	0.35250505050505093
	25.75	99.75	0.3782592592592607
	25.75	100.0	0.36079797979798023
	25.75	100.25	0.3393265993265998
	25.75	100.5	0.37806734006734066
	25.75	100.75	0.3987878787878795
	25.75	101.0	0.48877441077441014
	25.75	101.25	0.47104377104376977
	25.75	101.5	0.46186195286195264
	25.75	101.75	0.4495555555555557
	25.75	102.0	0.4458720538720538
	25.75	102.25	0.33602020202020205
	25.75	102.5	0.2597171717171717
	25.75	102.75	0.19210437710437714
	25.75	103.0	0.08643097643097648
	25.75	103.25	0.03775420875420877
	25.75	103.5	0.026030303030303046
	25.75	103.75	0.03091919191919193
	25.75	104.0	0.04349831649831651
	25.75	104.25	0.04349831649831651
	25.75	104.5	0.062218855218855236
	25.75	104.75	0.045717171717171705
	25.75	105.0	0.05482828282828281
	26.0	75.0	2.0476026936026934
	26.0	75.25	1.738212121212121
	26.0	75.5	1.5854141414141418
	26.0	75.75	1.8589158249158249
	26.0	76.0	2.3234814814814757
	26.0	76.25	2.6961649831649863
	26.0	76.5	2.7214781144781113
	26.0	76.75	2.8007946127946064
	26.0	77.0	2.685528619528621
	26.0	77.25	2.359235690235686
	26.0	77.5	2.0026430976430944
	26.0	77.75	1.4357104377104393
	26.0	78.0	1.0247676767676754
	26.0	78.25	0.873367003367004
	26.0	78.5	0.7001414141414143
	26.0	78.75	0.5516868686868674
	26.0	79.0	0.5516868686868674
	26.0	79.25	0.4321144781144783
	26.0	79.5	0.3713400673400667
	26.0	79.75	0.6302390572390579
	26.0	80.0	1.3031919191919175
	26.0	80.25	2.6227542087542104
	26.0	80.5	4.1693535353535385
	26.0	80.75	5.652740740740734
	26.0	81.0	6.920114478114475
	26.0	81.25	7.783757575757578
	26.0	81.5	7.946215488215454
	26.0	81.75	7.852959595959626
	26.0	82.0	8.034939393939364
	26.0	82.25	7.9946329966329905
	26.0	82.5	8.12360606060608
	26.0	82.75	9.353377104377138
	26.0	83.0	12.145478114478143
	26.0	83.25	13.516747474747527
	26.0	83.5	12.699737373737458
	26.0	83.75	11.715875420875406
	26.0	84.0	9.651609427609422
	26.0	84.25	7.214107744107738
	26.0	84.5	5.8457340067340136
	26.0	84.75	5.7599663299663195
	26.0	85.0	6.6665454545454645
	26.0	85.25	8.319144781144757
	26.0	85.5	8.319144781144757
	26.0	85.75	9.275242424242416
	26.0	86.0	10.30237710437711
	26.0	86.25	11.277272727272694
	26.0	86.5	11.400835016835003
	26.0	86.75	10.852686868686854
	26.0	87.0	9.567569023569007
	26.0	87.25	8.226185185185178
	26.0	87.5	7.652215488215497
	26.0	87.75	7.179680134680144
	26.0	88.0	6.39760606060606
	26.0	88.25	6.66106060606061
	26.0	88.5	7.268639730639706
	26.0	88.75	8.357676767676784
	26.0	89.0	10.00341750841754
	26.0	89.25	11.45037373737377
	26.0	89.5	12.564407407407396
	26.0	89.75	12.821407407407408
	26.0	90.0	11.85695286195285
	26.0	90.25	9.80713468013467
	26.0	90.5	7.508690235690212
	26.0	90.75	4.715616161616165
	26.0	91.0	2.5379898989899004
	26.0	91.25	2.692531986531988
	26.0	91.5	3.180720538720538
	26.0	91.75	3.180720538720538
	26.0	92.0	3.0467239057239026
	26.0	92.25	1.8892962962962971
	26.0	92.5	1.2761649831649817
	26.0	92.75	1.3453164983164976
	26.0	93.0	2.9947609427609394
	26.0	93.25	4.380791245791229
	26.0	93.5	3.6378350168350164
	26.0	93.75	2.312010101010095
	26.0	94.0	1.140013468013472
	26.0	94.25	0.6138215488215493
	26.0	94.5	0.5237542087542095
	26.0	94.75	0.3826397306397299
	26.0	95.0	0.22511447811447835
	26.0	95.25	0.18089225589225605
	26.0	95.5	0.18801683501683475
	26.0	95.75	0.16603703703703693
	26.0	96.0	0.18648821548821568
	26.0	96.25	0.2889158249158249
	26.0	96.5	0.31851178451178447
	26.0	96.75	0.2768249158249156
	26.0	97.0	0.22354545454545427
	26.0	97.25	0.19578451178451184
